Name,Class,Difficulty,cBbox,Area,IoU,Accuracy
2007_000032,aeroplane,0,"[103, 77, 374, 182]",28455,0.28045479155387115,0.9409967072403714
2007_000032,aeroplane,0,"[132, 87, 196, 122]",2240,0.018433179723502304,0.9952717451626031
2007_000032,person,0,"[194, 179, 212, 228]",882,0.47721822541966424,0.9983869177550039
2007_000032,person,0,"[25, 188, 43, 237]",882,0.5033407572383074,0.9983499204558067
2007_000033,aeroplane,0,"[8, 106, 498, 262]",76440,0.6043501547250655,0.9239323817968593
2007_000033,aeroplane,0,"[420, 199, 481, 225]",1586,0.0,0.9963330568347587
2007_000033,aeroplane,0,"[324, 187, 410, 222]",3010,0.0,0.993306827607906
2007_000039,tvmonitor,0,"[155, 88, 343, 278]",35720,0.8962072525057441,0.9831120983908544
2007_000042,train,0,"[262, 31, 499, 294]",62331,0.4347659247889486,0.8316614181227143
2007_000042,train,0,"[0, 35, 234, 298]",61542,0.7159190290309507,0.9154434173100365
2007_000061,boat,0,"[273, 10, 436, 278]",43684,0.4952715809893308,0.9741936683672521
2007_000061,boat,0,"[183, 213, 280, 251]",3686,0.2969090117544623,0.989988655876318
2007_000063,dog,0,"[122, 114, 378, 274]",40960,0.9857746882614304,0.9977794681910217
2007_000063,chair,0,"[74, 0, 427, 374]",132022,1.2668651422056122e-05,0.5585001062723032
2007_000068,bird,0,"[26, 44, 265, 374]",78870,0.40989442671249693,0.9474489740141899
2007_000121,tvmonitor,0,"[250, 27, 474, 266]",53536,0.9111438273217296,0.9791918057308725
2007_000121,tvmonitor,0,"[21, 27, 250, 272]",56105,0.7758233099260702,0.9462112070643319
2007_000123,train,0,"[0, 25, 357, 339]",112098,0.0008544805978651549,0.5972356630089501
2007_000129,bicycle,0,"[69, 201, 254, 499]",55130,0.0,0.8495741909628294
2007_000129,bicycle,1,"[250, 241, 333, 499]",21414,0.0,0.9624286143672979
2007_000129,bicycle,1,"[0, 143, 66, 435]",19272,0.49099060993147786,0.9598103062485389
2007_000129,person,1,"[0, 0, 65, 362]",23530,0.7542621987066431,0.9720802858764986
2007_000129,person,0,"[73, 0, 271, 461]",91278,0.19804450051611425,0.8131850515980362
2007_000129,person,0,"[251, 18, 333, 486]",38376,0.21671455938697318,0.9344554653842301
2007_000170,bottle,0,"[86, 99, 108, 164]",1430,0.0,0.9965093371070229
2007_000170,bottle,0,"[40, 113, 72, 180]",2144,0.39248826291079814,0.9964094453231221
2007_000170,bottle,0,"[323, 147, 351, 205]",1624,0.0,0.9960542745359194
2007_000170,bottle,1,"[425, 156, 442, 194]",646,0.0,0.9991842170981436
2007_000170,person,0,"[2, 90, 42, 205]",4600,0.0,0.9862482310829934
2007_000170,person,0,"[3, 27, 460, 371]",157208,0.4456071243006803,0.7453813923804767
2007_000175,sheep,0,"[24, 33, 418, 270]",93378,0.9273678318438882,0.9753984753984754
2007_000187,tvmonitor,0,"[0, 94, 239, 335]",57599,0.735745037305437,0.9264566357095999
2007_000241,boat,0,"[355, 182, 499, 279]",13968,0.8548387096774194,0.9961112478464189
2007_000241,boat,0,"[59, 108, 141, 212]",8528,0.459915611814346,0.9964995761205458
2007_000241,boat,0,"[245, 133, 347, 216]",8466,0.6431670281995662,0.9946016900484043
2007_000243,aeroplane,0,"[180, 126, 273, 192]",6138,0.9952153110047847,0.9999394130334682
2007_000250,diningtable,1,"[0, 169, 473, 374]",96965,0.33016774777066465,0.7408628428655
2007_000250,bottle,0,"[96, 123, 149, 296]",9169,0.9389775712265104,0.9983488876860919
2007_000256,aeroplane,0,"[7, 95, 490, 231]",65688,0.5754614549402823,0.9330004161464835
2007_000323,person,0,"[276, 2, 499, 374]",82956,0.0003756743354321006,0.6338245250926146
2007_000323,person,0,"[11, 2, 304, 374]",108996,0.029121755213980482,0.5810356311272823
2007_000332,horse,0,"[53, 49, 284, 261]",48972,0.584170956933889,0.9351944421449448
2007_000333,train,0,"[0, 38, 366, 269]",84546,0.000278754610172399,0.7125780619070223
2007_000346,bottle,0,"[123, 106, 229, 342]",25016,0.723963599595551,0.9773017016795078
2007_000346,person,0,"[136, 77, 496, 374]",106920,0.44759621572918007,0.8096945845573971
2007_000346,person,0,"[88, 201, 128, 246]",1800,0.0,0.9967463000942298
2007_000346,person,0,"[71, 208, 110, 258]",1950,0.0,0.9961864641649576
2007_000363,bird,0,"[58, 14, 219, 238]",36064,0.8173944102151978,0.9869819848494493
2007_000363,bird,0,"[160, 121, 499, 332]",71529,0.9234881872697059,0.986517283086129
2007_000364,motorbike,0,"[53, 24, 453, 314]",116000,0.7886055634807418,0.9452598770598251
2007_000364,motorbike,0,"[317, 36, 488, 160]",21204,0.0,0.9447865862457072
2007_000364,person,0,"[368, 0, 457, 129]",11481,0.6387345679012346,0.9864881244408531
2007_000392,horse,0,"[99, 95, 354, 323]",58140,0.0,0.905607107869816
2007_000392,person,0,"[197, 57, 285, 196]",12232,0.6614048934490924,0.9883258952868184
2007_000452,sofa,0,"[49, 120, 294, 337]",53165,0.4216993254095728,0.8818759432208394
2007_000452,chair,1,"[473, 139, 499, 283]",3744,0.0,0.9856357035060476
2007_000464,cow,0,"[70, 251, 215, 313]",8990,0.9562401540346578,0.9986402623749722
2007_000464,cow,0,"[57, 201, 240, 294]",17019,0.5956387984075281,0.9756933302150017
2007_000480,person,0,"[292, 161, 418, 374]",26838,0.7879011434894873,0.9769327755172216
2007_000480,person,0,"[113, 164, 227, 372]",23712,0.19561912269835013,0.918132844289071
2007_000480,person,0,"[4, 171, 115, 372]",22311,0.12810595405532113,0.9147343687317325
2007_000480,aeroplane,0,"[1, 67, 485, 324]",124388,0.35015591867282025,0.8507135079374176
2007_000491,cow,0,"[1, 1, 458, 333]",151724,0.2599705955437754,0.5599995075195607
2007_000504,cow,0,"[340, 101, 499, 405]",48336,0.7421089548749124,0.9724335456008637
2007_000504,person,0,"[35, 33, 78, 122]",3827,0.4952,0.993691955493797
2007_000504,person,0,"[1, 43, 35, 119]",2584,0.0,0.9902680169147564
2007_000504,person,0,"[28, 41, 40, 63]",264,0.0,0.9985454509102178
2007_000515,bicycle,1,"[0, 198, 39, 292]",3666,0.0,0.9980568388325707
2007_000515,person,1,"[0, 84, 28, 278]",5432,0.0,0.9895671403236047
2007_000515,car,0,"[63, 163, 150, 209]",4002,0.0,0.9898189302213561
2007_000515,car,0,"[146, 166, 185, 199]",1287,0.0,0.9973835745407571
2007_000528,cat,0,"[123, 67, 318, 309]",47190,0.7468397386951726,0.967433180176149
2007_000529,boat,0,"[289, 142, 499, 249]",22470,0.7329449747332959,0.9744695983574658
2007_000529,car,1,"[421, 236, 460, 254]",702,0.0,0.9973630886082744
2007_000549,cat,0,"[0, 48, 340, 498]",153000,0.43877955355963544,0.5844453620794575
2007_000559,bottle,0,"[35, 249, 78, 353]",4472,0.39066596748820137,0.9870943379462005
2007_000559,tvmonitor,0,"[159, 25, 370, 240]",45365,0.6871890704310715,0.9312123769963793
2007_000572,bicycle,0,"[0, 177, 234, 330]",35802,0.14515520924971723,0.955289122018234
2007_000572,bicycle,0,"[7, 133, 225, 296]",35534,0.014754779717373233,0.9688364786075342
2007_000584,bicycle,0,"[30, 73, 368, 345]",91936,0.4308221952207371,0.8357805187292944
2007_000584,sofa,1,"[343, 206, 499, 373]",26052,0.9412232772797199,0.9935261088291488
2007_000629,train,0,"[33, 83, 499, 183]",46600,0.49170067192341915,0.8499325162821454
2007_000629,person,0,"[86, 99, 106, 123]",480,0.0,0.9980705997445583
2007_000636,train,0,"[78, 95, 391, 299]",63852,0.21113612790609426,0.8068625932922486
2007_000645,bird,0,"[134, 45, 499, 373]",119720,0.49524695602928687,0.8613902080035547
2007_000645,bird,0,"[123, 145, 364, 374]",55189,0.32448420141393736,0.9219861701241356
2007_000648,person,1,"[393, 198, 403, 222]",240,0.0,0.9992115604165484
2007_000648,person,1,"[423, 198, 435, 219]",252,0.0,0.9997035467166222
2007_000648,person,1,"[433, 195, 443, 219]",240,0.0,0.999526936249929
2007_000648,person,1,"[442, 194, 451, 219]",225,0.0,0.9995206287332614
2007_000648,bus,0,"[28, 112, 352, 265]",49572,0.9338040793126817,0.9809008395304685
2007_000648,aeroplane,1,"[327, 85, 473, 191]",15476,0.32317758920355794,0.9582442396604033
2007_000648,car,1,"[1, 212, 27, 234]",572,0.0,0.9988015718331535
2007_000661,sofa,0,"[118, 176, 330, 277]",21412,0.8446541370974031,0.9889832758162994
2007_000661,pottedplant,0,"[64, 89, 169, 196]",11235,0.34028511087645197,0.9861793204141226
2007_000661,chair,0,"[132, 158, 178, 196]",1748,0.7352297592997812,0.9993308114326166
2007_000663,bus,0,"[11, 1, 416, 466]",188325,0.00026483752218014247,0.2522211107039212
2007_000663,car,0,"[6, 38, 62, 93]",3080,0.6312101910828025,0.9971326129374127
